device_id,id,vehicle_event_type_id,vehicle_id,data,date_created
"1","1705855","250","1380","1","'2025-05-30T01:39:06+00:00'"
"1","1705739","250","1380","0","'2025-05-30T01:15:03.01+00:00'"
"1","1704393","250","1380","1","'2025-05-30T01:02:28+00:00'"
"1","1704338","250","1380","0","'2025-05-30T00:04:20.01+00:00'"
"1","1699879","250","1380","1","'2025-05-29T23:25:06.01+00:00'"
"1","1695611","250","1380","0","'2025-05-29T22:17:33+00:00'"
"1","1689232","250","1380","1","'2025-05-29T21:49:50.01+00:00'"
"1","1689167","250","1380","0","'2025-05-29T20:55:17+00:00'"
"1","1685817","250","1380","1","'2025-05-29T20:28:58+00:00'"
"1","1685776","250","1380","0","'2025-05-29T19:33:57+00:00'"
"1","1681589","250","1380","1","'2025-05-29T19:07:09.01+00:00'"
"1","1681384","250","1380","0","'2025-05-29T17:47:24.01+00:00'"
"1","1658824","250","1380","1","'2025-05-29T17:09:33+00:00'"
"1","1658515","250","1380","0","'2025-05-29T15:25:50.01+00:00'"
"1","1651764","250","1380","1","'2025-05-29T15:11:55+00:00'"
"1","1648728","250","1380","0","'2025-05-29T14:36:33+00:00'"
"1","1644715","250","1380","1","'2025-05-29T14:28:00.01+00:00'"
"1","1644654","250","1380","0","'2025-05-29T14:24:51+00:00'"
"1","1632496","250","1380","1","'2025-05-29T13:53:30+00:00'"
"1","1632181","250","1380","0","'2025-05-29T03:04:53+00:00'"
"1","1621669","250","1380","1","'2025-05-29T02:40:31+00:00'"
"1","1621563","250","1380","0","'2025-05-29T02:27:24+00:00'"
"1","1614692","250","1380","1","'2025-05-29T02:11:51+00:00'"
"1","1614662","250","1380","0","'2025-05-29T01:55:39+00:00'"
"1","1606655","250","1380","1","'2025-05-29T01:35:59+00:00'"
"1","1606462","250","1380","0","'2025-05-29T00:56:40+00:00'"
"1","1598041","250","1380","1","'2025-05-29T00:31:30+00:00'"
"1","1597677","250","1380","0","'2025-05-29T00:19:39.01+00:00'"
"1","1595515","250","1380","1","'2025-05-29T00:15:26+00:00'"
"1","1595473","250","1380","0","'2025-05-29T00:15:23.01+00:00'"
"1","1595452","250","1380","0","'2025-05-29T00:15:23.01+00:00'"
"1","1593913","250","1380","1","'2025-05-29T00:12:17.01+00:00'"
"1","1593651","250","1380","0","'2025-05-29T00:11:53.01+00:00'"
"1","1589985","250","1380","1","'2025-05-29T00:05:56+00:00'"
"1","1589641","250","1380","0","'2025-05-29T00:05:30.01+00:00'"
"1","1589578","250","1380","1","'2025-05-29T00:04:19+00:00'"
"1","1588951","250","1380","0","'2025-05-29T00:02:23+00:00'"
"1","1588325","250","1380","1","'2025-05-29T00:00:48+00:00'"
"1","1588203","250","1380","0","'2025-05-29T00:00:28.01+00:00'"
"1","1586671","250","1380","1","'2025-05-28T23:57:04.01+00:00'"
"1","1586610","250","1380","0","'2025-05-28T23:56:53+00:00'"
"1","1585864","250","1380","1","'2025-05-28T23:55:42+00:00'"
"1","1580883","250","1380","0","'2025-05-28T23:05:43+00:00'"
"1","1577829","250","1380","1","'2025-05-28T23:00:20+00:00'"
"1","1575300","250","1380","0","'2025-05-28T22:56:40+00:00'"
"1","1574554","250","1380","1","'2025-05-28T22:55:36+00:00'"
"1","1574091","250","1380","0","'2025-05-28T22:55:19.01+00:00'"
"1","1573200","250","1380","1","'2025-05-28T22:53:35+00:00'"
"1","1573179","250","1380","0","'2025-05-28T22:53:20.01+00:00'"
"1","1573098","250","1380","0","'2025-05-28T22:53:20.01+00:00'"
"1","1571235","250","1380","1","'2025-05-28T22:48:53+00:00'"
"1","1571154","250","1380","0","'2025-05-28T22:41:55+00:00'"
"1","1561883","250","1380","1","'2025-05-28T22:22:34+00:00'"
"1","1557577","250","1380","0","'2025-05-28T21:00:44.01+00:00'"
"1","1551888","250","1380","1","'2025-05-28T20:45:11.01+00:00'"
"1","1550816","250","1380","0","'2025-05-28T20:43:52+00:00'"
"1","1545909","250","1380","1","'2025-05-28T20:31:12.01+00:00'"
"1","1543902","250","1380","0","'2025-05-28T19:59:52+00:00'"
"1","1543796","250","1380","1","'2025-05-28T19:58:14+00:00'"
"1","1538780","250","1380","0","'2025-05-28T17:51:36+00:00'"
"1","1538514","250","1380","1","'2025-05-28T17:50:28.01+00:00'"
"1","1537327","250","1380","0","'2025-05-28T15:44:20+00:00'"
"1","1534172","250","1380","1","'2025-05-28T15:36:05+00:00'"
"1","1534193","250","1380","1","'2025-05-28T15:36:05+00:00'"
"1","1534045","250","1380","0","'2025-05-28T15:25:23+00:00'"
"1","1531351","250","1380","1","'2025-05-28T15:18:14.01+00:00'"
"1","1527027","250","1380","0","'2025-05-28T14:20:50+00:00'"
"1","1514485","250","1380","1","'2025-05-28T13:48:56.01+00:00'"
"1","1514132","250","1380","0","'2025-05-28T01:32:23.01+00:00'"
"1","1507013","250","1380","1","'2025-05-28T01:17:58+00:00'"
"1","1506789","250","1380","0","'2025-05-27T23:45:45+00:00'"
"1","1498924","250","1380","1","'2025-05-27T23:22:13.01+00:00'"
"1","1494551","250","1380","0","'2025-05-27T22:11:25+00:00'"
"1","1478997","250","1380","1","'2025-05-27T21:40:22.01+00:00'"
"1","1478934","250","1380","0","'2025-05-27T20:48:31.01+00:00'"
"1","1470761","250","1380","1","'2025-05-27T20:27:41+00:00'"
"1","1470606","250","1380","0","'2025-05-27T19:02:46+00:00'"
"1","1470483","250","1380","1","'2025-05-27T19:01:13.01+00:00'"
"1","1470468","250","1380","0","'2025-05-27T18:57:26+00:00'"
"1","1466898","250","1380","1","'2025-05-27T18:45:30+00:00'"
"1","1466858","250","1380","0","'2025-05-27T18:42:46+00:00'"
"1","1457823","250","1380","1","'2025-05-27T18:21:55+00:00'"
"1","1456943","250","1380","0","'2025-05-27T18:00:15.01+00:00'"
"1","1451800","250","1380","1","'2025-05-27T17:40:49+00:00'"
"1","1451766","250","1380","0","'2025-05-27T17:34:36+00:00'"
"1","1451516","250","1380","1","'2025-05-27T17:32:57+00:00'"
"1","1451335","250","1380","0","'2025-05-27T16:50:18.01+00:00'"
"1","1450973","250","1380","1","'2025-05-27T16:48:21+00:00'"
"1","1450949","250","1380","0","'2025-05-27T16:47:29.01+00:00'"
"1","1433636","250","1380","1","'2025-05-27T16:20:21+00:00'"
"1","1431007","250","1380","0","'2025-05-27T16:02:49.01+00:00'"
"1","1431351","250","1380","0","'2025-05-27T16:02:49.01+00:00'"
"1","1428363","250","1380","1","'2025-05-27T15:58:15+00:00'"
"1","1427712","250","1380","0","'2025-05-27T15:56:07.01+00:00'"
"1","1420608","250","1380","1","'2025-05-27T15:39:28.01+00:00'"
"1","1420484","250","1380","0","'2025-05-27T15:29:15+00:00'"
"1","1420102","250","1380","1","'2025-05-27T15:27:28+00:00'"
"1","1420079","250","1380","0","'2025-05-27T15:09:11+00:00'"
"1","1400861","250","1380","1","'2025-05-27T14:38:31.01+00:00'"
"1","1400543","250","1380","0","'2025-05-27T14:36:40+00:00'"
"1","1399861","250","1380","1","'2025-05-27T14:34:52.01+00:00'"
"1","1396792","250","1380","0","'2025-05-27T03:27:04+00:00'"
"1","1396453","250","1380","1","'2025-05-27T03:17:30+00:00'"
"1","1396433","250","1380","0","'2025-05-27T03:15:48.01+00:00'"
"1","1393478","250","1380","1","'2025-05-27T03:05:31+00:00'"
"1","1388723","250","1380","0","'2025-05-26T23:19:21.01+00:00'"
"1","1380600","250","1380","1","'2025-05-26T23:00:39+00:00'"
"1","1379958","250","1380","0","'2025-05-26T21:49:44.01+00:00'"
"1","1372319","250","1380","1","'2025-05-26T21:33:29+00:00'"
"1","1372261","250","1380","0","'2025-05-26T20:57:05+00:00'"
"1","1360891","250","1380","1","'2025-05-26T20:22:40+00:00'"
"1","1360363","250","1380","0","'2025-05-26T16:56:09+00:00'"
"1","1350656","250","1380","1","'2025-05-26T16:38:58+00:00'"
"1","1350591","250","1380","0","'2025-05-26T16:36:23+00:00'"
"1","1345148","250","1380","1","'2025-05-26T16:21:54+00:00'"
"1","1345014","250","1380","0","'2025-05-26T16:10:11+00:00'"
"1","1339047","250","1380","1","'2025-05-26T15:52:54+00:00'"
"1","1338803","250","1380","0","'2025-05-26T15:10:59.01+00:00'"
"1","1331679","250","1380","1","'2025-05-26T14:51:30+00:00'"
"1","1331587","250","1380","0","'2025-05-26T14:37:57.01+00:00'"
"1","1323410","250","1380","1","'2025-05-26T14:15:29.01+00:00'"
"1","1322851","250","1380","0","'2025-05-24T21:01:02+00:00'"
"1","1322748","250","1380","1","'2025-05-24T20:59:52+00:00'"
"1","1322549","250","1380","0","'2025-05-24T18:27:53+00:00'"
"1","1321804","250","1380","1","'2025-05-24T18:25:45.01+00:00'"
"1","1321780","250","1380","0","'2025-05-24T18:24:42.01+00:00'"
"1","1321595","250","1380","1","'2025-05-24T18:23:13+00:00'"
"1","1321461","250","1380","0","'2025-05-24T17:53:04+00:00'"
"1","1316092","250","1380","1","'2025-05-24T17:39:08+00:00'"
"1","1316031","250","1380","0","'2025-05-24T17:06:13+00:00'"
"1","1308342","250","1380","1","'2025-05-24T16:50:09+00:00'"
"1","1308068","250","1380","0","'2025-05-24T03:25:21.01+00:00'"
"1","1307961","250","1380","1","'2025-05-24T03:24:15+00:00'"
"1","1307847","250","1380","0","'2025-05-24T00:34:06.01+00:00'"
"1","1297541","250","1380","1","'2025-05-24T00:14:58+00:00'"
"1","1297523","250","1380","0","'2025-05-24T00:14:05+00:00'"
"1","1297487","250","1380","1","'2025-05-24T00:12:29+00:00'"
"1","1297310","250","1380","0","'2025-05-23T23:55:23+00:00'"
"1","1297109","250","1380","1","'2025-05-23T23:53:18.01+00:00'"
"1","1296220","250","1380","0","'2025-05-23T23:08:50+00:00'"
"1","1287769","250","1380","1","'2025-05-23T22:47:56+00:00'"
"1","1287373","250","1380","0","'2025-05-23T22:11:37+00:00'"
"1","1287371","250","1380","0","'2025-05-23T22:11:37+00:00'"
"1","1276988","250","1380","1","'2025-05-23T21:46:18+00:00'"
"1","1276878","250","1380","0","'2025-05-23T21:42:03+00:00'"
"1","1274819","250","1380","1","'2025-05-23T21:36:53+00:00'"
"1","1274798","250","1380","0","'2025-05-23T21:36:47.01+00:00'"
"1","1274433","250","1380","1","'2025-05-23T21:35:40+00:00'"
"1","1273831","250","1380","0","'2025-05-23T21:33:32+00:00'"
"1","1268095","250","1380","1","'2025-05-23T21:21:41.02+00:00'"
"1","1264012","250","1380","0","'2025-05-23T18:42:27+00:00'"
"1","1257385","250","1380","1","'2025-05-23T18:27:21.01+00:00'"
"1","1256925","250","1380","0","'2025-05-23T18:15:22+00:00'"
"1","1253560","250","1380","1","'2025-05-23T18:05:09+00:00'"
"1","1253539","250","1380","1","'2025-05-23T18:05:09+00:00'"
"1","1253419","250","1380","0","'2025-05-23T17:42:01+00:00'"
"1","1248607","250","1380","1","'2025-05-23T17:27:24+00:00'"
"1","1248528","250","1380","0","'2025-05-23T17:06:03+00:00'"
"1","1244308","250","1380","1","'2025-05-23T16:55:11+00:00'"
"1","1244304","250","1380","1","'2025-05-23T16:55:11+00:00'"
"1","1244302","250","1380","0","'2025-05-23T16:53:54+00:00'"
"1","1243723","250","1380","1","'2025-05-23T16:49:04+00:00'"
"1","1243347","250","1380","0","'2025-05-23T16:11:18+00:00'"
"1","1236114","250","1380","1","'2025-05-23T15:49:18+00:00'"
"1","1235877","250","1380","0","'2025-05-23T14:57:54.01+00:00'"
"1","1235224","250","1380","1","'2025-05-23T14:55:03+00:00'"
"1","1235170","250","1380","0","'2025-05-23T14:26:29+00:00'"
"1","1220046","250","1380","1","'2025-05-23T13:52:47+00:00'"
