idle_start_time,idle_end_time,idle_duration_hr,idle_start_time_mdt,idle_end_time_mdt,idle_start_hour_mdt,timestamp,idle_start_hour,week_start_date,week_number,week_end_date,lat,lon
2025-05-21 18:20:48+00:00,2025-05-21 20:16:55+00:00,1.9352777777777777,2025-05-21 12:20:48-06:00,2025-05-21 14:16:55-06:00,12.266666666666667,2025-05-21 12:20:48.000,12,2025-05-20,3,2025-05-26,51.0327916,-114.07172
2025-05-21 20:34:50+00:00,2025-05-21 20:40:10+00:00,0.0888888888888888,2025-05-21 14:34:50-06:00,2025-05-21 14:40:10-06:00,14.666666666666666,2025-05-21 14:34:50.000,14,2025-05-20,3,2025-05-26,50.9856716,-114.0899283
2025-05-21 20:52:29.010000+00:00,2025-05-21 23:01:11+00:00,2.144997222222222,2025-05-21 14:52:29.010000-06:00,2025-05-21 17:01:11-06:00,14.016666666666667,2025-05-21 14:52:29.010,14,2025-05-20,3,2025-05-26,50.9447033,-114.1284866
2025-05-21 23:21:31.010000+00:00,2025-05-22 00:28:33.010000+00:00,1.117222222222222,2025-05-21 17:21:31.010000-06:00,2025-05-21 18:28:33.010000-06:00,17.466666666666665,2025-05-21 17:21:31.010,17,2025-05-20,3,2025-05-26,50.8688966,-113.980755
2025-05-22 00:48:58+00:00,2025-05-22 00:49:09+00:00,0.0030555555555555,2025-05-21 18:48:58-06:00,2025-05-21 18:49:09-06:00,18.816666666666663,2025-05-21 18:48:58.000,18,2025-05-20,3,2025-05-26,50.944535,-114.1284666
2025-05-22 00:50:12+00:00,2025-05-22 00:51:04+00:00,0.0144444444444444,2025-05-21 18:50:12-06:00,2025-05-21 18:51:04-06:00,18.85,2025-05-21 18:50:12.000,18,2025-05-20,3,2025-05-26,50.944555,-114.1284316
2025-05-22 00:53:24+00:00,2025-05-22 13:49:44+00:00,12.938888888888888,2025-05-21 18:53:24-06:00,2025-05-22 07:49:44-06:00,18.816666666666663,2025-05-21 18:53:24.000,18,2025-05-20,3,2025-05-26,50.9446266,-114.1284233
2025-05-22 14:03:53.010000+00:00,2025-05-22 14:09:21+00:00,0.0911083333333333,2025-05-22 08:03:53.010000-06:00,2025-05-22 08:09:21-06:00,8.15,2025-05-22 08:03:53.010,8,2025-05-20,3,2025-05-26,50.9859416,-114.0905833
2025-05-22 14:34:26.010000+00:00,2025-05-22 14:34:52+00:00,0.0072194444444444,2025-05-22 08:34:26.010000-06:00,2025-05-22 08:34:52-06:00,8.566666666666666,2025-05-22 08:34:26.010,8,2025-05-20,3,2025-05-26,50.891865,-113.91163
2025-05-22 14:37:33+00:00,2025-05-22 15:07:45.010000+00:00,0.5033361111111111,2025-05-22 08:37:33-06:00,2025-05-22 09:07:45.010000-06:00,8.116666666666667,2025-05-22 08:37:33.000,8,2025-05-20,3,2025-05-26,50.8917483,-113.9121416
2025-05-22 15:08:59+00:00,2025-05-22 16:13:35+00:00,1.0766666666666669,2025-05-22 09:08:59-06:00,2025-05-22 10:13:35-06:00,9.216666666666669,2025-05-22 09:08:59.000,9,2025-05-20,3,2025-05-26,50.8917166,-113.9122916
2025-05-22 16:27:16+00:00,2025-05-22 16:44:40+00:00,0.29,2025-05-22 10:27:16-06:00,2025-05-22 10:44:40-06:00,10.733333333333333,2025-05-22 10:27:16.000,10,2025-05-20,3,2025-05-26,50.8837133,-113.9826749
2025-05-22 16:46:30+00:00,2025-05-22 16:56:29+00:00,0.1663888888888889,2025-05-22 10:46:30-06:00,2025-05-22 10:56:29-06:00,10.933333333333334,2025-05-22 10:46:30.000,10,2025-05-20,3,2025-05-26,50.8837583,-113.9840466
2025-05-22 16:58:09+00:00,2025-05-22 16:59:40+00:00,0.0252777777777777,2025-05-22 10:58:09-06:00,2025-05-22 10:59:40-06:00,10.983333333333333,2025-05-22 10:58:09.000,10,2025-05-20,3,2025-05-26,50.8829999,-113.9849016
2025-05-22 17:16:11+00:00,2025-05-22 18:29:55+00:00,1.228888888888889,2025-05-22 11:16:11-06:00,2025-05-22 12:29:55-06:00,11.483333333333333,2025-05-22 11:16:11.000,11,2025-05-20,3,2025-05-26,50.9447083,-114.128475
2025-05-22 18:59:25.010000+00:00,2025-05-22 19:00:18+00:00,0.0147194444444444,2025-05-22 12:59:25.010000-06:00,2025-05-22 13:00:18-06:00,12.0,2025-05-22 12:59:25.010,12,2025-05-20,3,2025-05-26,51.0530683,-114.067195
2025-05-22 19:04:16+00:00,2025-05-22 19:49:17+00:00,0.7502777777777778,2025-05-22 13:04:16-06:00,2025-05-22 13:49:17-06:00,13.816666666666666,2025-05-22 13:04:16.000,13,2025-05-20,3,2025-05-26,51.0530683,-114.067195
2025-05-22 20:18:51+00:00,2025-05-22 22:01:58+00:00,1.718611111111111,2025-05-22 14:18:51-06:00,2025-05-22 16:01:58-06:00,14.016666666666667,2025-05-22 14:18:51.000,14,2025-05-20,3,2025-05-26,50.9446683,-114.1283283
2025-05-22 22:19:20+00:00,2025-05-22 23:23:07+00:00,1.0630555555555556,2025-05-22 16:19:20-06:00,2025-05-22 17:23:07-06:00,16.383333333333333,2025-05-22 16:19:20.000,16,2025-05-20,3,2025-05-26,50.867035,-114.0634566
2025-05-22 23:41:49+00:00,2025-05-23 02:54:33.010000+00:00,3.212225,2025-05-22 17:41:49-06:00,2025-05-22 20:54:33.010000-06:00,17.9,2025-05-22 17:41:49.000,17,2025-05-20,3,2025-05-26,50.9446583,-114.1283316
2025-05-23 03:18:45+00:00,2025-05-23 13:52:47+00:00,10.567222222222222,2025-05-22 21:18:45-06:00,2025-05-23 07:52:47-06:00,21.866666666666667,2025-05-22 21:18:45.000,21,2025-05-20,3,2025-05-26,50.9446016,-114.12819
2025-05-23 14:26:29+00:00,2025-05-23 14:55:03+00:00,0.4761111111111111,2025-05-23 08:26:29-06:00,2025-05-23 08:55:03-06:00,8.916666666666666,2025-05-23 08:26:29.000,8,2025-05-20,3,2025-05-26,51.04709,-114.05187
2025-05-23 14:57:54.010000+00:00,2025-05-23 15:49:18+00:00,0.8566638888888888,2025-05-23 08:57:54.010000-06:00,2025-05-23 09:49:18-06:00,8.816666666666666,2025-05-23 08:57:54.010,8,2025-05-20,3,2025-05-26,51.0478,-114.0518166
2025-05-23 16:11:18+00:00,2025-05-23 16:49:04+00:00,0.6294444444444445,2025-05-23 10:11:18-06:00,2025-05-23 10:49:04-06:00,10.816666666666666,2025-05-23 10:11:18.000,10,2025-05-20,3,2025-05-26,50.9877516,-114.0283666
2025-05-23 16:53:54+00:00,2025-05-23 16:55:11+00:00,0.0213888888888888,2025-05-23 10:53:54-06:00,2025-05-23 10:55:11-06:00,10.916666666666666,2025-05-23 10:53:54.000,10,2025-05-20,3,2025-05-26,50.9873616,-114.0275233
2025-05-23 17:06:03+00:00,2025-05-23 17:27:24+00:00,0.3558333333333333,2025-05-23 11:06:03-06:00,2025-05-23 11:27:24-06:00,11.45,2025-05-23 11:06:03.000,11,2025-05-20,3,2025-05-26,50.9581916,-114.0406983
2025-05-23 17:42:01+00:00,2025-05-23 18:05:09+00:00,0.3855555555555555,2025-05-23 11:42:01-06:00,2025-05-23 12:05:09-06:00,11.083333333333334,2025-05-23 11:42:01.000,11,2025-05-20,3,2025-05-26,50.9856,-114.0897066
2025-05-23 18:15:22+00:00,2025-05-23 18:27:21.010000+00:00,0.1997249999999999,2025-05-23 12:15:22-06:00,2025-05-23 12:27:21.010000-06:00,12.45,2025-05-23 12:15:22.000,12,2025-05-20,3,2025-05-26,50.9850983,-114.0709149
2025-05-23 18:42:27+00:00,2025-05-23 21:21:41.020000+00:00,2.653894444444445,2025-05-23 12:42:27-06:00,2025-05-23 15:21:41.020000-06:00,12.35,2025-05-23 12:42:27.000,12,2025-05-20,3,2025-05-26,50.9446699,-114.1283766
2025-05-23 21:33:32+00:00,2025-05-23 21:35:40+00:00,0.0355555555555555,2025-05-23 15:33:32-06:00,2025-05-23 15:35:40-06:00,15.583333333333334,2025-05-23 15:33:32.000,15,2025-05-20,3,2025-05-26,50.9942233,-114.0780766
2025-05-23 21:36:47.010000+00:00,2025-05-23 21:36:53+00:00,0.0016638888888888,2025-05-23 15:36:47.010000-06:00,2025-05-23 15:36:53-06:00,15.6,2025-05-23 15:36:47.010,15,2025-05-20,3,2025-05-26,50.9941283,-114.0690166
2025-05-23 21:42:03+00:00,2025-05-23 21:46:18+00:00,0.0708333333333333,2025-05-23 15:42:03-06:00,2025-05-23 15:46:18-06:00,15.766666666666667,2025-05-23 15:42:03.000,15,2025-05-20,3,2025-05-26,50.9922499,-114.0501916
2025-05-23 22:11:37+00:00,2025-05-23 22:47:56+00:00,0.6052777777777778,2025-05-23 16:11:37-06:00,2025-05-23 16:47:56-06:00,16.783333333333335,2025-05-23 16:11:37.000,16,2025-05-20,3,2025-05-26,50.9203283,-113.9222966
2025-05-23 23:08:50+00:00,2025-05-23 23:53:18.010000+00:00,0.741113888888889,2025-05-23 17:08:50-06:00,2025-05-23 17:53:18.010000-06:00,17.883333333333333,2025-05-23 17:08:50.000,17,2025-05-20,3,2025-05-26,50.8689016,-113.9808066
2025-05-23 23:55:23+00:00,2025-05-24 00:12:29+00:00,0.285,2025-05-23 17:55:23-06:00,2025-05-23 18:12:29-06:00,17.2,2025-05-23 17:55:23.000,17,2025-05-20,3,2025-05-26,50.8703133,-113.9824216
2025-05-24 00:14:05+00:00,2025-05-24 00:14:58+00:00,0.0147222222222222,2025-05-23 18:14:05-06:00,2025-05-23 18:14:58-06:00,18.23333333333333,2025-05-23 18:14:05.000,18,2025-05-20,3,2025-05-26,50.8689366,-113.9807666
2025-05-24 00:34:06.010000+00:00,2025-05-24 03:24:15+00:00,2.8358305555555554,2025-05-23 18:34:06.010000-06:00,2025-05-23 21:24:15-06:00,18.4,2025-05-23 18:34:06.010,18,2025-05-20,3,2025-05-26,50.94469,-114.1283383
2025-05-24 03:25:21.010000+00:00,2025-05-24 16:50:09+00:00,13.413330555555556,2025-05-23 21:25:21.010000-06:00,2025-05-24 10:50:09-06:00,21.83333333333333,2025-05-23 21:25:21.010,21,2025-05-20,3,2025-05-26,50.9445883,-114.12846
2025-05-24 17:06:13+00:00,2025-05-24 17:39:08+00:00,0.5486111111111112,2025-05-24 11:06:13-06:00,2025-05-24 11:39:08-06:00,11.65,2025-05-24 11:06:13.000,11,2025-05-20,3,2025-05-26,50.89941,-114.0939716
2025-05-24 17:53:04+00:00,2025-05-24 18:23:13+00:00,0.5025,2025-05-24 11:53:04-06:00,2025-05-24 12:23:13-06:00,11.383333333333333,2025-05-24 11:53:04.000,11,2025-05-20,3,2025-05-26,50.94402,-114.1258249
2025-05-24 18:24:42.010000+00:00,2025-05-24 18:25:45.010000+00:00,0.0175,2025-05-24 12:24:42.010000-06:00,2025-05-24 12:25:45.010000-06:00,12.416666666666666,2025-05-24 12:24:42.010,12,2025-05-20,3,2025-05-26,50.9446633,-114.1258366
2025-05-24 18:27:53+00:00,2025-05-24 20:59:52+00:00,2.5330555555555554,2025-05-24 12:27:53-06:00,2025-05-24 14:59:52-06:00,12.983333333333333,2025-05-24 12:27:53.000,12,2025-05-20,3,2025-05-26,50.9446266,-114.1283566
2025-05-24 21:01:02+00:00,2025-05-26 14:15:29.010000+00:00,41.24083611111112,2025-05-24 15:01:02-06:00,2025-05-26 08:15:29.010000-06:00,15.25,2025-05-24 15:01:02.000,15,2025-05-20,3,2025-05-26,50.944635,-114.1283216
2025-05-26 14:37:57.010000+00:00,2025-05-26 14:51:30+00:00,0.2258305555555555,2025-05-26 08:37:57.010000-06:00,2025-05-26 08:51:30-06:00,8.85,2025-05-26 08:37:57.010,8,2025-05-20,3,2025-05-26,50.9922716,-114.0501433
2025-05-26 15:10:59.010000+00:00,2025-05-26 15:52:54+00:00,0.6986083333333333,2025-05-26 09:10:59.010000-06:00,2025-05-26 09:52:54-06:00,9.866666666666667,2025-05-26 09:10:59.010,9,2025-05-20,3,2025-05-26,51.0478066,-114.05172
2025-05-26 16:10:11+00:00,2025-05-26 16:21:54+00:00,0.1952777777777777,2025-05-26 10:10:11-06:00,2025-05-26 10:21:54-06:00,10.35,2025-05-26 10:10:11.000,10,2025-05-20,3,2025-05-26,51.0761233,-114.115785
2025-05-26 16:36:23+00:00,2025-05-26 16:38:58+00:00,0.0430555555555555,2025-05-26 10:36:23-06:00,2025-05-26 10:38:58-06:00,10.633333333333333,2025-05-26 10:36:23.000,10,2025-05-20,3,2025-05-26,51.0141749,-114.1406833
2025-05-26 16:56:09+00:00,2025-05-26 20:22:40+00:00,3.4419444444444443,2025-05-26 10:56:09-06:00,2025-05-26 14:22:40-06:00,10.366666666666667,2025-05-26 10:56:09.000,10,2025-05-20,3,2025-05-26,50.8991716,-114.0931533
2025-05-26 20:57:05+00:00,2025-05-26 21:33:29+00:00,0.6066666666666667,2025-05-26 14:57:05-06:00,2025-05-26 15:33:29-06:00,14.55,2025-05-26 14:57:05.000,14,2025-05-20,3,2025-05-26,50.9446533,-114.1284616
2025-05-26 21:49:44.010000+00:00,2025-05-26 23:00:39+00:00,1.181941666666667,2025-05-26 15:49:44.010000-06:00,2025-05-26 17:00:39-06:00,15.0,2025-05-26 15:49:44.010,15,2025-05-20,3,2025-05-26,50.8991866,-114.0931533
2025-05-26 23:19:21.010000+00:00,2025-05-27 03:05:31+00:00,3.769441666666667,2025-05-26 17:19:21.010000-06:00,2025-05-26 21:05:31-06:00,17.083333333333332,2025-05-26 17:19:21.010,17,2025-05-20,3,2025-05-26,50.9446833,-114.1281966
2025-05-27 03:15:48.010000+00:00,2025-05-27 03:17:30+00:00,0.0283305555555555,2025-05-26 21:15:48.010000-06:00,2025-05-26 21:17:30-06:00,21.28333333333333,2025-05-26 21:15:48.010,21,2025-05-20,3,2025-05-26,50.9536183,-114.1172983
2025-05-27 03:27:04+00:00,2025-05-27 14:34:52.010000+00:00,11.130002777777776,2025-05-26 21:27:04-06:00,2025-05-27 08:34:52.010000-06:00,21.566666666666663,2025-05-26 21:27:04.000,21,2025-05-20,3,2025-05-26,50.9446066,-114.1282683
2025-05-27 14:36:40+00:00,2025-05-27 14:38:31.010000+00:00,0.0308361111111111,2025-05-27 08:36:40-06:00,2025-05-27 08:38:31.010000-06:00,8.633333333333333,2025-05-27 08:36:40.000,8,2025-05-27,4,2025-06-02,50.9446433,-114.1278916
2025-05-27 15:09:11+00:00,2025-05-27 15:27:28+00:00,0.3047222222222222,2025-05-27 09:09:11-06:00,2025-05-27 09:27:28-06:00,9.45,2025-05-27 09:09:11.000,9,2025-05-27,4,2025-06-02,51.1417549,-114.1848266
2025-05-27 15:29:15+00:00,2025-05-27 15:39:28.010000+00:00,0.1702805555555555,2025-05-27 09:29:15-06:00,2025-05-27 09:39:28.010000-06:00,9.65,2025-05-27 09:29:15.000,9,2025-05-27,4,2025-06-02,51.1419016,-114.1860983
2025-05-27 15:56:07.010000+00:00,2025-05-27 15:58:15+00:00,0.0355527777777777,2025-05-27 09:56:07.010000-06:00,2025-05-27 09:58:15-06:00,9.966666666666669,2025-05-27 09:56:07.010,9,2025-05-27,4,2025-06-02,51.1543366,-114.1574333
2025-05-27 16:02:49.010000+00:00,2025-05-27 16:20:21+00:00,0.2922194444444444,2025-05-27 10:02:49.010000-06:00,2025-05-27 10:20:21-06:00,10.333333333333334,2025-05-27 10:02:49.010,10,2025-05-27,4,2025-06-02,51.1556,-114.1562549
2025-05-27 16:47:29.010000+00:00,2025-05-27 16:48:21+00:00,0.0144416666666666,2025-05-27 10:47:29.010000-06:00,2025-05-27 10:48:21-06:00,10.8,2025-05-27 10:47:29.010,10,2025-05-27,4,2025-06-02,51.0833866,-113.939455
2025-05-27 16:50:18.010000+00:00,2025-05-27 17:32:57+00:00,0.7108305555555555,2025-05-27 10:50:18.010000-06:00,2025-05-27 11:32:57-06:00,10.533333333333331,2025-05-27 10:50:18.010,10,2025-05-27,4,2025-06-02,51.0834916,-113.9389533
2025-05-27 17:34:36+00:00,2025-05-27 17:40:49+00:00,0.1036111111111111,2025-05-27 11:34:36-06:00,2025-05-27 11:40:49-06:00,11.666666666666666,2025-05-27 11:34:36.000,11,2025-05-27,4,2025-06-02,51.08343,-113.939415
2025-05-27 18:00:15.010000+00:00,2025-05-27 18:21:55+00:00,0.3611083333333333,2025-05-27 12:00:15.010000-06:00,2025-05-27 12:21:55-06:00,12.35,2025-05-27 12:00:15.010,12,2025-05-27,4,2025-06-02,51.0817716,-113.9937166
2025-05-27 18:42:46+00:00,2025-05-27 18:45:30+00:00,0.0455555555555555,2025-05-27 12:42:46-06:00,2025-05-27 12:45:30-06:00,12.75,2025-05-27 12:42:46.000,12,2025-05-27,4,2025-06-02,50.9923116,-114.0502133
2025-05-27 18:57:26+00:00,2025-05-27 19:01:13.010000+00:00,0.0630583333333333,2025-05-27 12:57:26-06:00,2025-05-27 13:01:13.010000-06:00,12.016666666666667,2025-05-27 12:57:26.000,12,2025-05-27,4,2025-06-02,50.9817266,-114.10113
2025-05-27 19:02:46+00:00,2025-05-27 20:27:41+00:00,1.415277777777778,2025-05-27 13:02:46-06:00,2025-05-27 14:27:41-06:00,13.45,2025-05-27 13:02:46.000,13,2025-05-27,4,2025-06-02,50.9814983,-114.1009133
2025-05-27 20:48:31.010000+00:00,2025-05-27 21:40:22.010000+00:00,0.8641666666666666,2025-05-27 14:48:31.010000-06:00,2025-05-27 15:40:22.010000-06:00,14.666666666666666,2025-05-27 14:48:31.010,14,2025-05-27,4,2025-06-02,50.94463,-114.12819
2025-05-27 22:11:25+00:00,2025-05-27 23:22:13.010000+00:00,1.1800027777777775,2025-05-27 16:11:25-06:00,2025-05-27 17:22:13.010000-06:00,16.366666666666667,2025-05-27 16:11:25.000,16,2025-05-27,4,2025-06-02,51.1196849,-114.1856033
2025-05-27 23:45:45+00:00,2025-05-28 01:17:58+00:00,1.5369444444444444,2025-05-27 17:45:45-06:00,2025-05-27 19:17:58-06:00,17.283333333333335,2025-05-27 17:45:45.000,17,2025-05-27,4,2025-06-02,51.0268483,-114.1616733
2025-05-28 01:32:23.010000+00:00,2025-05-28 13:48:56.010000+00:00,12.275833333333331,2025-05-27 19:32:23.010000-06:00,2025-05-28 07:48:56.010000-06:00,19.8,2025-05-27 19:32:23.010,19,2025-05-27,4,2025-06-02,50.9446616,-114.1283616
2025-05-28 14:20:50+00:00,2025-05-28 15:18:14.010000+00:00,0.9566694444444444,2025-05-28 08:20:50-06:00,2025-05-28 09:18:14.010000-06:00,8.3,2025-05-28 08:20:50.000,8,2025-05-27,4,2025-06-02,50.9446583,-114.1284283
2025-05-28 15:25:23+00:00,2025-05-28 15:36:05+00:00,0.1783333333333333,2025-05-28 09:25:23-06:00,2025-05-28 09:36:05-06:00,9.6,2025-05-28 09:25:23.000,9,2025-05-27,4,2025-06-02,50.9393033,-114.1455766
2025-05-28 15:44:20+00:00,2025-05-28 17:50:28.010000+00:00,2.102225,2025-05-28 09:44:20-06:00,2025-05-28 11:50:28.010000-06:00,9.833333333333334,2025-05-28 09:44:20.000,9,2025-05-27,4,2025-06-02,50.94462,-114.128435
2025-05-28 17:51:36+00:00,2025-05-28 19:58:14+00:00,2.1105555555555555,2025-05-28 11:51:36-06:00,2025-05-28 13:58:14-06:00,11.966666666666669,2025-05-28 11:51:36.000,11,2025-05-27,4,2025-06-02,50.9446283,-114.128335
2025-05-28 19:59:52+00:00,2025-05-28 20:31:12.010000+00:00,0.522225,2025-05-28 13:59:52-06:00,2025-05-28 14:31:12.010000-06:00,13.516666666666667,2025-05-28 13:59:52.000,13,2025-05-27,4,2025-06-02,50.9446916,-114.1284066
2025-05-28 20:43:52+00:00,2025-05-28 20:45:11.010000+00:00,0.0219472222222222,2025-05-28 14:43:52-06:00,2025-05-28 14:45:11.010000-06:00,14.75,2025-05-28 14:43:52.000,14,2025-05-27,4,2025-06-02,50.9855583,-114.0899666
2025-05-28 21:00:44.010000+00:00,2025-05-28 22:22:34+00:00,1.3638861111111111,2025-05-28 15:00:44.010000-06:00,2025-05-28 16:22:34-06:00,15.366666666666667,2025-05-28 15:00:44.010,15,2025-05-27,4,2025-06-02,50.9446766,-114.1283766
2025-05-28 22:41:55+00:00,2025-05-28 22:48:53+00:00,0.1161111111111111,2025-05-28 16:41:55-06:00,2025-05-28 16:48:53-06:00,16.8,2025-05-28 16:41:55.000,16,2025-05-27,4,2025-06-02,50.8871483,-113.9739966
2025-05-28 22:53:20.010000+00:00,2025-05-28 22:53:35+00:00,0.0041638888888888,2025-05-28 16:53:20.010000-06:00,2025-05-28 16:53:35-06:00,16.883333333333333,2025-05-28 16:53:20.010,16,2025-05-27,4,2025-06-02,50.8977916,-113.9922599
2025-05-28 22:55:19.010000+00:00,2025-05-28 22:55:36+00:00,0.0047194444444444,2025-05-28 16:55:19.010000-06:00,2025-05-28 16:55:36-06:00,16.916666666666668,2025-05-28 16:55:19.010,16,2025-05-27,4,2025-06-02,50.8929716,-114.03155
2025-05-28 22:56:40+00:00,2025-05-28 23:00:20+00:00,0.0611111111111111,2025-05-28 16:56:40-06:00,2025-05-28 17:00:20-06:00,16.0,2025-05-28 16:56:40.000,16,2025-05-27,4,2025-06-02,50.8928549,-114.0663783
2025-05-28 23:05:43+00:00,2025-05-28 23:55:42+00:00,0.8330555555555555,2025-05-28 17:05:43-06:00,2025-05-28 17:55:42-06:00,17.916666666666668,2025-05-28 17:05:43.000,17,2025-05-27,4,2025-06-02,50.9446266,-114.128435
2025-05-28 23:56:53+00:00,2025-05-28 23:57:04.010000+00:00,0.0030583333333333,2025-05-28 17:56:53-06:00,2025-05-28 17:57:04.010000-06:00,17.95,2025-05-28 17:56:53.000,17,2025-05-27,4,2025-06-02,50.9411983,-114.1218249
2025-05-29 00:00:28.010000+00:00,2025-05-29 00:00:48+00:00,0.0055527777777777,2025-05-28 18:00:28.010000-06:00,2025-05-28 18:00:48-06:00,18.0,2025-05-28 18:00:28.010,18,2025-05-27,4,2025-06-02,50.9503816,-114.1096116
2025-05-29 00:02:23+00:00,2025-05-29 00:04:19+00:00,0.0322222222222222,2025-05-28 18:02:23-06:00,2025-05-28 18:04:19-06:00,18.066666666666663,2025-05-28 18:02:23.000,18,2025-05-27,4,2025-06-02,50.95051,-114.095265
2025-05-29 00:05:30.010000+00:00,2025-05-29 00:05:56+00:00,0.0072194444444444,2025-05-28 18:05:30.010000-06:00,2025-05-28 18:05:56-06:00,18.08333333333333,2025-05-28 18:05:30.010,18,2025-05-27,4,2025-06-02,50.9627266,-114.0951983
2025-05-29 00:11:53.010000+00:00,2025-05-29 00:12:17.010000+00:00,0.0066666666666666,2025-05-28 18:11:53.010000-06:00,2025-05-28 18:12:17.010000-06:00,18.2,2025-05-28 18:11:53.010,18,2025-05-27,4,2025-06-02,51.02214,-114.1178733
2025-05-29 00:15:23.010000+00:00,2025-05-29 00:15:26+00:00,0.0008305555555555,2025-05-28 18:15:23.010000-06:00,2025-05-28 18:15:26-06:00,18.25,2025-05-28 18:15:23.010,18,2025-05-27,4,2025-06-02,51.057825,-114.1180166
2025-05-29 00:19:39.010000+00:00,2025-05-29 00:31:30+00:00,0.1974972222222222,2025-05-28 18:19:39.010000-06:00,2025-05-28 18:31:30-06:00,18.516666666666666,2025-05-28 18:19:39.010,18,2025-05-27,4,2025-06-02,51.0673866,-114.103745
2025-05-29 00:56:40+00:00,2025-05-29 01:35:59+00:00,0.6552777777777777,2025-05-28 18:56:40-06:00,2025-05-28 19:35:59-06:00,18.58333333333333,2025-05-28 18:56:40.000,18,2025-05-27,4,2025-06-02,51.03873,-114.1886833
2025-05-29 01:55:39+00:00,2025-05-29 02:11:51+00:00,0.27,2025-05-28 19:55:39-06:00,2025-05-28 20:11:51-06:00,19.183333333333334,2025-05-28 19:55:39.000,19,2025-05-27,4,2025-06-02,51.10942,-114.20846
2025-05-29 02:27:24+00:00,2025-05-29 02:40:31+00:00,0.2186111111111111,2025-05-28 20:27:24-06:00,2025-05-28 20:40:31-06:00,20.666666666666668,2025-05-28 20:27:24.000,20,2025-05-27,4,2025-06-02,51.067575,-114.102905
2025-05-29 03:04:53+00:00,2025-05-29 13:53:30+00:00,10.810277777777776,2025-05-28 21:04:53-06:00,2025-05-29 07:53:30-06:00,21.883333333333333,2025-05-28 21:04:53.000,21,2025-05-27,4,2025-06-02,50.9446366,-114.1282966
2025-05-29 14:24:51+00:00,2025-05-29 14:28:00.010000+00:00,0.0525027777777777,2025-05-29 08:24:51-06:00,2025-05-29 08:28:00.010000-06:00,8.466666666666667,2025-05-29 08:24:51.000,8,2025-05-27,4,2025-06-02,50.9923216,-114.050135
2025-05-29 14:36:33+00:00,2025-05-29 15:11:55+00:00,0.5894444444444444,2025-05-29 08:36:33-06:00,2025-05-29 09:11:55-06:00,8.183333333333334,2025-05-29 08:36:33.000,8,2025-05-27,4,2025-06-02,50.9792566,-114.04334
2025-05-29 15:25:50.010000+00:00,2025-05-29 17:09:33+00:00,1.7286083333333333,2025-05-29 09:25:50.010000-06:00,2025-05-29 11:09:33-06:00,9.15,2025-05-29 09:25:50.010,9,2025-05-27,4,2025-06-02,50.8871433,-113.9738283
2025-05-29 17:47:24.010000+00:00,2025-05-29 19:07:09.010000+00:00,1.3291666666666666,2025-05-29 11:47:24.010000-06:00,2025-05-29 13:07:09.010000-06:00,11.116666666666667,2025-05-29 11:47:24.010,11,2025-05-27,4,2025-06-02,51.1196866,-114.1857233
2025-05-29 19:33:57+00:00,2025-05-29 20:28:58+00:00,0.9169444444444445,2025-05-29 13:33:57-06:00,2025-05-29 14:28:58-06:00,13.466666666666669,2025-05-29 13:33:57.000,13,2025-05-27,4,2025-06-02,50.9445783,-114.1283766
2025-05-29 20:55:17+00:00,2025-05-29 21:49:50.010000+00:00,0.9091694444444444,2025-05-29 14:55:17-06:00,2025-05-29 15:49:50.010000-06:00,14.816666666666666,2025-05-29 14:55:17.000,14,2025-05-27,4,2025-06-02,50.9446716,-114.12839
2025-05-29 22:17:33+00:00,2025-05-29 23:25:06.010000+00:00,1.1258361111111113,2025-05-29 16:17:33-06:00,2025-05-29 17:25:06.010000-06:00,16.416666666666668,2025-05-29 16:17:33.000,16,2025-05-27,4,2025-06-02,51.0400166,-114.023615
2025-05-30 00:04:20.010000+00:00,2025-05-30 01:02:28+00:00,0.968886111111111,2025-05-29 18:04:20.010000-06:00,2025-05-29 19:02:28-06:00,18.03333333333333,2025-05-29 18:04:20.010,18,2025-05-27,4,2025-06-02,50.9239366,-114.084285
2025-05-30 01:15:03.010000+00:00,2025-05-30 01:39:06+00:00,0.4008305555555556,2025-05-29 19:15:03.010000-06:00,2025-05-29 19:39:06-06:00,19.65,2025-05-29 19:15:03.010,19,2025-05-27,4,2025-06-02,50.9349833,-114.1299216
2025-05-30 01:44:24.010000+00:00,2025-05-30 14:15:05+00:00,12.511386111111111,2025-05-29 19:44:24.010000-06:00,2025-05-30 08:15:05-06:00,19.25,2025-05-29 19:44:24.010,19,2025-05-27,4,2025-06-02,50.9446366,-114.1284783
2025-05-30 14:31:26+00:00,2025-05-30 14:31:50.010000+00:00,0.0066694444444444,2025-05-30 08:31:26-06:00,2025-05-30 08:31:50.010000-06:00,8.516666666666667,2025-05-30 08:31:26.000,8,2025-05-27,4,2025-06-02,50.986325,-114.09055
2025-05-30 14:47:42.010000+00:00,2025-05-30 16:00:11+00:00,1.2080527777777776,2025-05-30 08:47:42.010000-06:00,2025-05-30 10:00:11-06:00,8.0,2025-05-30 08:47:42.010,8,2025-05-27,4,2025-06-02,50.9249183,-114.0793699
2025-05-30 16:24:08+00:00,2025-05-30 16:25:51+00:00,0.0286111111111111,2025-05-30 10:24:08-06:00,2025-05-30 10:25:51-06:00,10.416666666666666,2025-05-30 10:24:08.000,10,2025-05-27,4,2025-06-02,51.0503966,-113.99978
